cocktail,ndrugs,dose,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,response,rlog
4+8,2,9,0,0,0,1,0,0,0,1,0,0,0.092636363636364,-2.37907351855778
4+8,2,10,0,0,0,1,0,0,0,1,0,0,0.079272727272727,-2.53486112787153
4+8,2,11,0,0,0,1,0,0,0,1,0,0,0.075181818181818,-2.58784585675682
4+8,2,12,0,0,0,1,0,0,0,1,0,0,0.052777777777778,-2.94166505228371
4+8,2,13,0,0,0,1,0,0,0,1,0,0,0.052888888888889,-2.93956200208694
8+10,2,1,0,0,0,0,0,0,0,1,0,1,0.782777777777778,-0.244906431985576
8+10,2,2,0,0,0,0,0,0,0,1,0,1,0.588222222222222,-0.53065047353131
8+10,2,3,0,0,0,0,0,0,0,1,0,1,0.391666666666667,-0.937344141071987
8+10,2,4,0,0,0,0,0,0,0,1,0,1,0.312666666666667,-1.16261761864402
8+10,2,5,0,0,0,0,0,0,0,1,0,1,0.273333333333333,-1.29706322739195
8+10,2,6,0,0,0,0,0,0,0,1,0,1,0.225333333333333,-1.49017449160728
8+10,2,7,0,0,0,0,0,0,0,1,0,1,0.142888888888889,-1.94568795152079
8+10,2,8,0,0,0,0,0,0,0,1,0,1,0.102444444444444,-2.27843463276176
8+10,2,9,0,0,0,0,0,0,0,1,0,1,0.086888888888889,-2.44312511577305
8+10,2,10,0,0,0,0,0,0,0,1,0,1,0.081888888888889,-2.50239196412902
8+10,2,11,0,0,0,0,0,0,0,1,0,1,0.058111111111111,-2.84539839225343
8+10,2,12,0,0,0,0,0,0,0,1,0,1,0.051857142857143,-2.9592625937726
8+10,2,13,0,0,0,0,0,0,0,1,0,1,0.051285714285714,-2.97034303954917
3+6,2,1,0,0,1,0,0,1,0,0,0,0,0.983461538461538,-0.016676748718387
3+6,2,2,0,0,1,0,0,1,0,0,0,0,0.965769230769231,-0.034830364851989
3+6,2,3,0,0,1,0,0,1,0,0,0,0,1.02130769230769,0.021083857452228
3+6,2,4,0,0,1,0,0,1,0,0,0,0,0.965,-0.035627177643151
3+6,2,5,0,0,1,0,0,1,0,0,0,0,0.902,-0.103140758919513
3+6,2,6,0,0,1,0,0,1,0,0,0,0,0.811615384615385,-0.208728715301582
3+6,2,7,0,0,1,0,0,1,0,0,0,0,0.747307692307692,-0.291278274632133
3+6,2,8,0,0,1,0,0,1,0,0,0,0,0.533230769230769,-0.628800985608177
3+6,2,9,0,0,1,0,0,1,0,0,0,0,0.552230769230769,-0.593789259867191
3+6,2,10,0,0,1,0,0,1,0,0,0,0,0.472923076923077,-0.748822531785187
3+6,2,11,0,0,1,0,0,1,0,0,0,0,0.395846153846154,-0.926729643601984
3+6,2,12,0,0,1,0,0,1,0,0,0,0,0.379454545454545,-0.969020464143362
3+6,2,13,0,0,1,0,0,1,0,0,0,0,0.278454545454545,-1.27850044494773
3+7,2,1,0,0,1,0,0,0,1,0,0,0,0.952733333333333,-0.048420232602552
3+7,2,2,0,0,1,0,0,0,1,0,0,0,0.910533333333333,-0.093724770563313
3+7,2,3,0,0,1,0,0,0,1,0,0,0,0.8568,-0.154550759848598
3+7,2,4,0,0,1,0,0,0,1,0,0,0,0.7478,-0.290619716439124
3+7,2,5,0,0,1,0,0,0,1,0,0,0,0.614333333333333,-0.487217609980423
3+7,2,6,0,0,1,0,0,0,1,0,0,0,0.495266666666667,-0.702658940932541
3+7,2,7,0,0,1,0,0,0,1,0,0,0,0.4322,-0.838866834909351
3+7,2,8,0,0,1,0,0,0,1,0,0,0,0.348733333333333,-1.05344773671374
3+7,2,9,0,0,1,0,0,0,1,0,0,0,0.313666666666667,-1.15942442806487
3+7,2,10,0,0,1,0,0,0,1,0,0,0,0.313133333333333,-1.16112619405735
3+7,2,11,0,0,1,0,0,0,1,0,0,0,0.2962,-1.21672037714844
3+7,2,12,0,0,1,0,0,0,1,0,0,0,0.282461538461538,-1.26421288470329
3+7,2,13,0,0,1,0,0,0,1,0,0,0,0.259,-1.3509272172826
3+9,2,1,0,0,1,0,0,0,0,0,1,0,0.70625,-0.347785996521486
3+9,2,2,0,0,1,0,0,0,0,0,1,0,0.563875,-0.572922683253577
3+9,2,3,0,0,1,0,0,0,0,0,1,0,0.464125,-0.767601366484893
3+9,2,4,0,0,1,0,0,0,0,0,1,0,0.45525,-0.78690856037442
3+9,2,5,0,0,1,0,0,0,0,0,1,0,0.41375,-0.882493352290864
3+9,2,6,0,0,1,0,0,0,0,0,1,0,0.41525,-0.878874530488733
3+9,2,7,0,0,1,0,0,0,0,0,1,0,0.399625,-0.917228671602132
3+9,2,8,0,0,1,0,0,0,0,0,1,0,0.382375,-0.96135347651107
3+9,2,9,0,0,1,0,0,0,0,0,1,0,0.3765,-0.976837231742189
3+9,2,10,0,0,1,0,0,0,0,0,1,0,0.323625,-1.12816984091044
3+9,2,11,0,0,1,0,0,0,0,0,1,0,0.296125,-1.21697361650319
3+9,2,12,0,0,1,0,0,0,0,0,1,0,0.331125,-1.1052593313899
3+9,2,13,0,0,1,0,0,0,0,0,1,0,0.249375,-1.38879749133801
4+6,2,1,0,0,0,1,0,1,0,0,0,0,0.834625,-0.180772756804104
4+6,2,2,0,0,0,1,0,1,0,0,0,0,0.73925,-0.30211912024955
4+6,2,3,0,0,0,1,0,1,0,0,0,0,0.6615,-0.413245295427127
4+6,2,4,0,0,0,1,0,1,0,0,0,0,0.621125,-0.476222929059652
4+6,2,5,0,0,0,1,0,1,0,0,0,0,0.5455,-0.606052473709012
4+6,2,6,0,0,0,1,0,1,0,0,0,0,0.49975,-0.693647305601628
4+6,2,7,0,0,0,1,0,1,0,0,0,0,0.498625,-0.695900968756566
4+6,2,8,0,0,0,1,0,1,0,0,0,0,0.41875,-0.870481195842861
4+6,2,9,0,0,0,1,0,1,0,0,0,0,0.374375,-0.982497310112423
4+6,2,10,0,0,0,1,0,1,0,0,0,0,0.343375,-1.0689321345667
4+6,2,11,0,0,0,1,0,1,0,0,0,0,0.32725,-1.11703087419213
4+6,2,12,0,0,0,1,0,1,0,0,0,0,0.298375,-1.20940419432314
4+6,2,13,0,0,0,1,0,1,0,0,0,0,0.279125,-1.27609556882182
4+7,2,1,0,0,0,1,0,0,1,0,0,0,0.7923,-0.232815171010941
4+7,2,2,0,0,0,1,0,0,1,0,0,0,0.7121,-0.339536927994058
4+7,2,3,0,0,0,1,0,0,1,0,0,0,0.6177,-0.481752376280284
4+7,2,4,0,0,0,1,0,0,1,0,0,0,0.6028,-0.506169812229797
4+7,2,5,0,0,0,1,0,0,1,0,0,0,0.4958,-0.701582659381047
4+7,2,6,0,0,0,1,0,0,1,0,0,0,0.4363,-0.829425198852573
4+7,2,7,0,0,0,1,0,0,1,0,0,0,0.3906,-0.940071260539558
4+7,2,8,0,0,0,1,0,0,1,0,0,0,0.3499,-1.05010787960849
4+7,2,9,0,0,0,1,0,0,1,0,0,0,0.3207,-1.13724917228303
4+7,2,10,0,0,0,1,0,0,1,0,0,0,0.2987,-1.20831555376007
4+7,2,11,0,0,0,1,0,0,1,0,0,0,0.2733,-1.29718518604811
4+7,2,12,0,0,0,1,0,0,1,0,0,0,0.2754,-1.28953069268758
4+7,2,13,0,0,0,1,0,0,1,0,0,0,0.2479,-1.39472983994099
4+9,2,1,0,0,0,1,0,0,0,0,1,0,0.629857142857143,-0.462262242679513
4+9,2,2,0,0,0,1,0,0,0,0,1,0,0.500714285714286,-0.69171962856876
4+9,2,3,0,0,0,1,0,0,0,0,1,0,0.404857142857143,-0.904221007786825
4+9,2,4,0,0,0,1,0,0,0,0,1,0,0.396142857142857,-0.925980382421672
4+9,2,5,0,0,0,1,0,0,0,0,1,0,0.331142857142857,-1.10520540413775
4+9,2,6,0,0,0,1,0,0,0,0,1,0,0.274714285714286,-1.29202368244867
4+9,2,7,0,0,0,1,0,0,0,0,1,0,0.215,-1.53711725085447
4+9,2,8,0,0,0,1,0,0,0,0,1,0,0.137714285714286,-1.9825741334269
4+9,2,9,0,0,0,1,0,0,0,0,1,0,0.099142857142857,-2.31119346753065
4+9,2,10,0,0,0,1,0,0,0,0,1,0,0.091142857142857,-2.39532714469266
4+9,2,11,0,0,0,1,0,0,0,0,1,0,0.069857142857143,-2.66130293856258
4+9,2,12,0,0,0,1,0,0,0,0,1,0,0.0476,-3.04492251774476
4+9,2,13,0,0,0,1,0,0,0,0,1,0,0.0484,-3.02825546525955
6+10,2,1,0,0,0,0,0,1,0,0,0,1,0.897,-0.108699416923341
6+10,2,2,0,0,0,0,0,1,0,0,0,1,0.867875,-0.1417075839087
6+10,2,3,0,0,0,0,0,1,0,0,0,1,0.75175,-0.285351457113499
6+10,2,4,0,0,0,0,0,1,0,0,0,1,0.7,-0.356674943938732
6+10,2,5,0,0,0,0,0,1,0,0,0,1,0.586125,-0.534222201572387
6+10,2,6,0,0,0,0,0,1,0,0,0,1,0.514875,-0.663831126225892
6+10,2,7,0,0,0,0,0,1,0,0,0,1,0.4725,-0.74971753204834
6+10,2,8,0,0,0,0,0,1,0,0,0,1,0.414125,-0.881587418362077
6+10,2,9,0,0,0,0,0,1,0,0,0,1,0.317875,-1.14609705523985
6+10,2,10,0,0,0,0,0,1,0,0,0,1,0.30575,-1.18498750441486
6+10,2,11,0,0,0,0,0,1,0,0,0,1,0.289125,-1.24089615843053
6+10,2,12,0,0,0,0,0,1,0,0,0,1,0.290125,-1.23744341438754
6+10,2,13,0,0,0,0,0,1,0,0,0,1,0.28775,-1.24566323138015
6+7,2,1,0,0,0,0,0,1,1,0,0,0,1.02992307692308,0.029484116853706
6+7,2,2,0,0,0,0,0,1,1,0,0,0,1.01353846153846,0.013447635413803
6+7,2,3,0,0,0,0,0,1,1,0,0,0,0.961538461538462,-0.039220713153281
6+7,2,4,0,0,0,0,0,1,1,0,0,0,0.908230769230769,-0.096256781536564
6+7,2,5,0,0,0,0,0,1,1,0,0,0,0.810769230769231,-0.20977181434832
6+7,2,6,0,0,0,0,0,1,1,0,0,0,0.695538461538461,-0.363068968589123
6+7,2,7,0,0,0,0,0,1,1,0,0,0,0.517384615384615,-0.658968744143459
6+7,2,8,0,0,0,0,0,1,1,0,0,0,0.417076923076923,-0.874484606385063
6+7,2,9,0,0,0,0,0,1,1,0,0,0,0.391615384615385,-0.937475082541338
6+7,2,10,0,0,0,0,0,1,1,0,0,0,0.370923076923077,-0.991760577702557
6+7,2,11,0,0,0,0,0,1,1,0,0,0,0.277076923076923,-1.28346011070777
6+7,2,12,0,0,0,0,0,1,1,0,0,0,0.240545454545455,-1.42484620710561
6+7,2,13,0,0,0,0,0,1,1,0,0,0,0.215909090909091,-1.53289783531177
6+9,2,1,0,0,0,0,0,1,0,0,1,0,0.718375,-0.330763562154232
6+9,2,2,0,0,0,0,0,1,0,0,1,0,0.566125,-0.568940377105759
6+9,2,3,0,0,0,0,0,1,0,0,1,0,0.48125,-0.731368393380143
6+9,2,4,0,0,0,0,0,1,0,0,1,0,0.456,-0.785262469467751
6+9,2,5,0,0,0,0,0,1,0,0,1,0,0.444375,-0.811086478424632
6+9,2,6,0,0,0,0,0,1,0,0,1,0,0.3885,-0.945462109174435
6+9,2,7,0,0,0,0,0,1,0,0,1,0,0.37975,-0.968242137506255
6+9,2,8,0,0,0,0,0,1,0,0,1,0,0.373,-0.986176859338321
6+9,2,9,0,0,0,0,0,1,0,0,1,0,0.325375,-1.12277691566741
6+9,2,10,0,0,0,0,0,1,0,0,1,0,0.27675,-1.28464070739339
6+9,2,11,0,0,0,0,0,1,0,0,1,0,0.270125,-1.30887046415509
6+9,2,12,0,0,0,0,0,1,0,0,1,0,0.24975,-1.38729486145347
6+9,2,13,0,0,0,0,0,1,0,0,1,0,0.20775,-1.57141984524658
7+10,2,1,0,0,0,0,0,0,1,0,0,1,0.874375,-0.134245933562391
7+10,2,2,0,0,0,0,0,0,1,0,0,1,0.802375,-0.220179199350195
7+10,2,3,0,0,0,0,0,0,1,0,0,1,0.721,-0.327116141697188
7+10,2,4,0,0,0,0,0,0,1,0,0,1,0.653375,-0.425604041949051
7+10,2,5,0,0,0,0,0,0,1,0,0,1,0.553375,-0.591719387929832
7+10,2,6,0,0,0,0,0,0,1,0,0,1,0.468375,-0.758486021868286
7+10,2,7,0,0,0,0,0,0,1,0,0,1,0.420125,-0.867202992936867
7+10,2,8,0,0,0,0,0,0,1,0,0,1,0.3935,-0.932674211124679
7+10,2,9,0,0,0,0,0,0,1,0,0,1,0.365,-1.00785792539965
7+10,2,10,0,0,0,0,0,0,1,0,0,1,0.347875,-1.05591205913608
7+10,2,11,0,0,0,0,0,0,1,0,0,1,0.312125,-1.1643515303822
7+10,2,12,0,0,0,0,0,0,1,0,0,1,0.289625,-1.2391682962296
7+10,2,13,0,0,0,0,0,0,1,0,0,1,0.3015,-1.1989852628149
7+9,2,1,0,0,0,0,0,0,1,0,1,0,0.715625,-0.334598992239533
7+9,2,2,0,0,0,0,0,0,1,0,1,0,0.576625,-0.550563137104153
7+9,2,3,0,0,0,0,0,0,1,0,1,0,0.493375,-0.706485744999126
7+9,2,4,0,0,0,0,0,0,1,0,1,0,0.457625,-0.781705207541737
7+9,2,5,0,0,0,0,0,0,1,0,1,0,0.43325,-0.836440350386422
7+9,2,6,0,0,0,0,0,0,1,0,1,0,0.4085,-0.89526336468208
7+9,2,7,0,0,0,0,0,0,1,0,1,0,0.392125,-0.936174612471295
7+9,2,8,0,0,0,0,0,0,1,0,1,0,0.377125,-0.975178581502912
7+9,2,9,0,0,0,0,0,0,1,0,1,0,0.365375,-1.00683105555073
7+9,2,10,0,0,0,0,0,0,1,0,1,0,0.3155,-1.15359659700087
7+9,2,11,0,0,0,0,0,0,1,0,1,0,0.260125,-1.34659299426834
7+9,2,12,0,0,0,0,0,0,1,0,1,0,0.228125,-1.47786155464538
7+9,2,13,0,0,0,0,0,0,1,0,1,0,0.2185,-1.52096926444649
9+10,2,1,0,0,0,0,0,0,0,0,1,1,0.6431,-0.44145504584132
9+10,2,2,0,0,0,0,0,0,0,0,1,1,0.4879,-0.717644812160346
9+10,2,3,0,0,0,0,0,0,0,0,1,1,0.4237,-0.858729621349623
9+10,2,4,0,0,0,0,0,0,0,0,1,1,0.3935,-0.932674211124679
9+10,2,5,0,0,0,0,0,0,0,0,1,1,0.3781,-0.97259656808525
9+10,2,6,0,0,0,0,0,0,0,0,1,1,0.3277,-1.11565672327737
9+10,2,7,0,0,0,0,0,0,0,0,1,1,0.2802,-1.27225164507923
9+10,2,8,0,0,0,0,0,0,0,0,1,1,0.2152,-1.53618745069451
9+10,2,9,0,0,0,0,0,0,0,0,1,1,0.1446,-1.93378396925747
9+10,2,10,0,0,0,0,0,0,0,0,1,1,0.1071,-2.23399230152843
9+10,2,11,0,0,0,0,0,0,0,0,1,1,0.0889,-2.42024313646228
9+10,2,12,0,0,0,0,0,0,0,0,1,1,0.0685,-2.68092153371396
9+10,2,13,0,0,0,0,0,0,0,0,1,1,0.0685,-2.68092153371396
1+6,2,1,1,0,0,0,0,1,0,0,0,0,0.878428571428571,-0.129620682083981
1+6,2,2,1,0,0,0,0,1,0,0,0,0,0.901714285714286,-0.10345756551174
1+6,2,3,1,0,0,0,0,1,0,0,0,0,0.796142857142857,-0.227976640467914
1+6,2,4,1,0,0,0,0,1,0,0,0,0,0.695285714285714,-0.363432418203996
1+6,2,5,1,0,0,0,0,1,0,0,0,0,0.588857142857143,-0.529571666587046
1+6,2,6,1,0,0,0,0,1,0,0,0,0,0.471857142857143,-0.751079002646661
1+6,2,7,1,0,0,0,0,1,0,0,0,0,0.317428571428571,-1.14750245783788
1+6,2,8,1,0,0,0,0,1,0,0,0,0,0.252142857142857,-1.37775945867005
1+6,2,9,1,0,0,0,0,1,0,0,0,0,0.188142857142857,-1.67055372629417
1+6,2,10,1,0,0,0,0,1,0,0,0,0,0.195857142857143,-1.63036974847514
1+6,2,11,1,0,0,0,0,1,0,0,0,0,0.121714285714286,-2.10607890120813
1+6,2,12,1,0,0,0,0,1,0,0,0,0,0.1046,-2.25761172735131
1+6,2,13,1,0,0,0,0,1,0,0,0,0,0.049,-3.01593498087151
1+7,2,1,1,0,0,0,0,0,1,0,0,0,0.854857142857143,-0.156820908383137
1+7,2,2,1,0,0,0,0,0,1,0,0,0,0.871285714285714,-0.137785325740994
1+7,2,3,1,0,0,0,0,0,1,0,0,0,0.766142857142857,-0.266386629054525
1+7,2,4,1,0,0,0,0,0,1,0,0,0,0.633142857142857,-0.457059199610331
1+7,2,5,1,0,0,0,0,0,1,0,0,0,0.465857142857143,-0.763876252248131
1+7,2,6,1,0,0,0,0,0,1,0,0,0,0.329428571428571,-1.11039572720845
1+7,2,7,1,0,0,0,0,0,1,0,0,0,0.297571428571429,-1.21210098677648
1+7,2,8,1,0,0,0,0,0,1,0,0,0,0.208142857142857,-1.56953062184225
1+7,2,9,1,0,0,0,0,0,1,0,0,0,0.184428571428571,-1.69049303719081
1+7,2,10,1,0,0,0,0,0,1,0,0,0,0.157428571428571,-1.84878343832459
1+7,2,11,1,0,0,0,0,0,1,0,0,0,0.124857142857143,-2.08058505238191
1+7,2,12,1,0,0,0,0,0,1,0,0,0,0.1268,-2.06514423697901
1+7,2,13,1,0,0,0,0,0,1,0,0,0,0.1044,-2.2595256035336
1+5,2,1,1,0,0,0,1,0,0,0,0,0,0.80775,-0.213502674277529
1+5,2,2,1,0,0,0,1,0,0,0,0,0,0.70275,-0.352754069195496
1+5,2,3,1,0,0,0,1,0,0,0,0,0,0.65875,-0.417411179126565
1+5,2,4,1,0,0,0,1,0,0,0,0,0,0.60775,-0.497991665785904
1+5,2,5,1,0,0,0,1,0,0,0,0,0,0.5315,-0.632052081200134
1+5,2,6,1,0,0,0,1,0,0,0,0,0,0.40025,-0.915665927105313
1+5,2,7,1,0,0,0,1,0,0,0,0,0,0.337,-1.08767234862978
1+5,2,8,1,0,0,0,1,0,0,0,0,0,0.254,-1.3704210119636
1+5,2,9,1,0,0,0,1,0,0,0,0,0,0.1485,-1.90717032073938
1+5,2,10,1,0,0,0,1,0,0,0,0,0,0.10625,-2.24196047117761
1+5,2,11,1,0,0,0,1,0,0,0,0,0,0.093,-2.37515578582888
1+5,2,12,1,0,0,0,1,0,0,0,0,0,0.045,-3.10109278921182
1+5,2,13,1,0,0,0,1,0,0,0,0,0,0.0455,-3.09004295302523
1+9,2,1,1,0,0,0,0,0,0,0,1,0,0.6625,-0.41173472112176
1+9,2,2,1,0,0,0,0,0,0,0,1,0,0.522,-0.650087691099498
1+9,2,3,1,0,0,0,0,0,0,0,1,0,0.4185,-0.871078389052607
1+9,2,4,1,0,0,0,0,0,0,0,1,0,0.398,-0.921303273697699
1+9,2,5,1,0,0,0,0,0,0,0,1,0,0.3075,-1.17928019173556
1+9,2,6,1,0,0,0,0,0,0,0,1,0,0.2735,-1.2964536571201
1+9,2,7,1,0,0,0,0,0,0,0,1,0,0.19,-1.66073120682165
1+9,2,8,1,0,0,0,0,0,0,0,1,0,0.167,-1.78976146656538
1+9,2,9,1,0,0,0,0,0,0,0,1,0,0.222,-1.50507789710986
1+9,2,10,1,0,0,0,0,0,0,0,1,0,0.128,-2.05572501506252
1+9,2,11,1,0,0,0,0,0,0,0,1,0,0.047,-3.05760767727208
1+9,2,12,1,0,0,0,0,0,0,0,1,0,0.0475,-3.04702556794154
1+9,2,13,1,0,0,0,0,0,0,0,1,0,0.0505,-2.98578194270082
2+5,2,1,0,1,0,0,1,0,0,0,0,0,0.535,-0.62548853208613
2+5,2,2,0,1,0,0,1,0,0,0,0,0,0.4805,-0.73292805057179
2+5,2,3,0,1,0,0,1,0,0,0,0,0,0.428,-0.84863208340034
2+5,2,4,0,1,0,0,1,0,0,0,0,0,0.387,-0.949330585952355
2+5,2,5,0,1,0,0,1,0,0,0,0,0,0.358,-1.02722229258144
2+5,2,6,0,1,0,0,1,0,0,0,0,0,0.331,-1.10563690360507
2+5,2,7,0,1,0,0,1,0,0,0,0,0,0.2875,-1.24653241874473
2+5,2,8,0,1,0,0,1,0,0,0,0,0,0.254,-1.3704210119636
2+5,2,9,0,1,0,0,1,0,0,0,0,0,0.275,-1.29098418131557
2+5,2,10,0,1,0,0,1,0,0,0,0,0,0.2015,-1.6019658975954
2+5,2,11,0,1,0,0,1,0,0,0,0,0,0.1355,-1.99878363866238
2+5,2,12,0,1,0,0,1,0,0,0,0,0,0.101,-2.29263476214088
2+5,2,13,0,1,0,0,1,0,0,0,0,0,0.047,-3.05760767727208
2+6,2,1,0,1,0,0,0,1,0,0,0,0,0.5665,-0.568278198514076
2+6,2,2,0,1,0,0,0,1,0,0,0,0,0.518,-0.657780036722654
2+6,2,3,0,1,0,0,0,1,0,0,0,0,0.386,-0.951917909517306
2+6,2,4,0,1,0,0,0,1,0,0,0,0,0.376,-0.978166135592242
2+6,2,5,0,1,0,0,0,1,0,0,0,0,0.288,-1.24479479884619
2+6,2,6,0,1,0,0,0,1,0,0,0,0,0.2475,-1.39634469697339
2+6,2,7,0,1,0,0,0,1,0,0,0,0,0.1905,-1.65810308441538
2+6,2,8,0,1,0,0,0,1,0,0,0,0,0.158,-1.84516024595517
2+6,2,9,0,1,0,0,0,1,0,0,0,0,0.1515,-1.88716965403271
2+6,2,10,0,1,0,0,0,1,0,0,0,0,0.1085,-2.22100510600162
2+6,2,11,0,1,0,0,0,1,0,0,0,0,0.094,-2.36446049671213
2+6,2,12,0,1,0,0,0,1,0,0,0,0,0.0635,-2.75671537308349
2+6,2,13,0,1,0,0,0,1,0,0,0,0,0.068,-2.68824757380603
2+7,2,1,0,1,0,0,0,0,1,0,0,0,0.5245,-0.645309851145785
2+7,2,2,0,1,0,0,0,0,1,0,0,0,0.4735,-0.747603366356004
2+7,2,3,0,1,0,0,0,0,1,0,0,0,0.4195,-0.868691753074876
2+7,2,4,0,1,0,0,0,0,1,0,0,0,0.359,-1.02443289049386
2+7,2,5,0,1,0,0,0,0,1,0,0,0,0.2865,-1.25001674282734
2+7,2,6,0,1,0,0,0,0,1,0,0,0,0.263,-1.33560124680437
2+7,2,7,0,1,0,0,0,0,1,0,0,0,0.21,-1.56064774826467
2+7,2,8,0,1,0,0,0,0,1,0,0,0,0.2465,-1.40039328549939
2+7,2,9,0,1,0,0,0,0,1,0,0,0,0.23,-1.46967597005894
2+7,2,10,0,1,0,0,0,0,1,0,0,0,0.1285,-2.05182637464686
2+7,2,11,0,1,0,0,0,0,1,0,0,0,0.1115,-2.19373068808196
2+7,2,12,0,1,0,0,0,0,1,0,0,0,0.0935,-2.3697938426875
2+7,2,13,0,1,0,0,0,0,1,0,0,0,0.086,-2.45340798272863
2+9,2,1,0,1,0,0,0,0,0,0,1,0,0.4885,-0.7164158074993
2+9,2,2,0,1,0,0,0,0,0,0,1,0,0.38975,-0.942249771044251
2+9,2,3,0,1,0,0,0,0,0,0,1,0,0.34525,-1.06348648669274
2+9,2,4,0,1,0,0,0,0,0,0,1,0,0.31925,-1.14178078406949
2+9,2,5,0,1,0,0,0,0,0,0,1,0,0.284,-1.25878104082093
2+9,2,6,0,1,0,0,0,0,0,0,1,0,0.21125,-1.55471301274485
2+9,2,7,0,1,0,0,0,0,0,0,1,0,0.196,-1.62964061975162
2+9,2,8,0,1,0,0,0,0,0,0,1,0,0.17225,-1.75880836908837
2+9,2,9,0,1,0,0,0,0,0,0,1,0,0.157,-1.85150947363383
2+9,2,10,0,1,0,0,0,0,0,0,1,0,0.128,-2.05572501506252
2+9,2,11,0,1,0,0,0,0,0,0,1,0,0.11275,-2.18258230059935
2+9,2,12,0,1,0,0,0,0,0,0,1,0,0.0515,-2.96617347131245
2+9,2,13,0,1,0,0,0,0,0,0,1,0,0.051,-2.97592964625781
3+5,2,1,0,0,1,0,1,0,0,0,0,0,0.738833333333333,-0.302682913465139
3+5,2,2,0,0,1,0,1,0,0,0,0,0,0.708333333333333,-0.344840486291729
3+5,2,3,0,0,1,0,1,0,0,0,0,0,0.664666666666667,-0.408469617128463
3+5,2,4,0,0,1,0,1,0,0,0,0,0,0.613666666666667,-0.488303386417169
3+5,2,5,0,0,1,0,1,0,0,0,0,0,0.569666666666667,-0.562703884534656
3+5,2,6,0,0,1,0,1,0,0,0,0,0,0.424833333333333,-0.856058343834076
3+5,2,7,0,0,1,0,1,0,0,0,0,0,0.399,-0.918793862092273
3+5,2,8,0,0,1,0,1,0,0,0,0,0,0.346166666666667,-1.06083492433408
3+5,2,9,0,0,1,0,1,0,0,0,0,0,0.302333333333333,-1.19622511753511
3+5,2,10,0,0,1,0,1,0,0,0,0,0,0.285666666666667,-1.25292964905247
3+5,2,11,0,0,1,0,1,0,0,0,0,0,0.21,-1.56064774826467
3+5,2,12,0,0,1,0,1,0,0,0,0,0,0.15775,-1.84674377756081
3+5,2,13,0,0,1,0,1,0,0,0,0,0,0.115,-2.16282315061889
4+5,2,1,0,0,0,1,1,0,0,0,0,0,0.6065,-0.500050550598032
4+5,2,2,0,0,0,1,1,0,0,0,0,0,0.55725,-0.584741306716159
4+5,2,3,0,0,0,1,1,0,0,0,0,0,0.52175,-0.650566733024827
4+5,2,4,0,0,0,1,1,0,0,0,0,0,0.41075,-0.889770522064759
4+5,2,5,0,0,0,1,1,0,0,0,0,0,0.40225,-0.910681493109644
4+5,2,6,0,0,0,1,1,0,0,0,0,0,0.36475,-1.00854309157924
4+5,2,7,0,0,0,1,1,0,0,0,0,0,0.34575,-1.06203930843727
4+5,2,8,0,0,0,1,1,0,0,0,0,0,0.2805,-1.27118155401939
4+5,2,9,0,0,0,1,1,0,0,0,0,0,0.24475,-1.40751799757152
4+5,2,10,0,0,0,1,1,0,0,0,0,0,0.189,-1.66600826392249
4+5,2,11,0,0,0,1,1,0,0,0,0,0,0.15875,-1.84042464120934
4+5,2,12,0,0,0,1,1,0,0,0,0,0,0.10625,-2.24196047117761
4+5,2,13,0,0,0,1,1,0,0,0,0,0,0.09325,-2.37247122045821
5+10,2,1,0,0,0,0,1,0,0,0,0,1,0.6535,-0.425412745917861
5+10,2,2,0,0,0,0,1,0,0,0,0,1,0.662,-0.412489723045129
5+10,2,3,0,0,0,0,1,0,0,0,0,1,0.5165,-0.660679990422444
5+10,2,4,0,0,0,0,1,0,0,0,0,1,0.636,-0.452556715642015
5+10,2,5,0,0,0,0,1,0,0,0,0,1,0.4175,-0.873470734691227
5+10,2,6,0,0,0,0,1,0,0,0,0,1,0.35,-1.04982212449868
5+10,2,7,0,0,0,0,1,0,0,0,0,1,0.2605,-1.34515241778872
5+10,2,8,0,0,0,0,1,0,0,0,0,1,0.226,-1.48722027970985
5+10,2,9,0,0,0,0,1,0,0,0,0,1,0.142,-1.95192822138088
5+10,2,10,0,0,0,0,1,0,0,0,0,1,0.082,-2.50103603171788
5+10,2,11,0,0,0,0,1,0,0,0,0,1,0.0595,-2.82177896643055
5+10,2,12,0,0,0,0,1,0,0,0,0,1,0.0485,-3.0261914810387
5+10,2,13,0,0,0,0,1,0,0,0,0,1,0.045,-3.10109278921182
5+6,2,1,0,0,0,0,1,1,0,0,0,0,0.739,-0.302457358033935
5+6,2,2,0,0,0,0,1,1,0,0,0,0,0.776,-0.253602758798918
5+6,2,3,0,0,0,0,1,1,0,0,0,0,0.71,-0.342490308946776
5+6,2,4,0,0,0,0,1,1,0,0,0,0,0.63075,-0.46084569146097
5+6,2,5,0,0,0,0,1,1,0,0,0,0,0.591,-0.525939261576039
5+6,2,6,0,0,0,0,1,1,0,0,0,0,0.48125,-0.731368393380143
5+6,2,7,0,0,0,0,1,1,0,0,0,0,0.344,-1.06711362160874
5+6,2,8,0,0,0,0,1,1,0,0,0,0,0.271,-1.30563645810244
5+6,2,9,0,0,0,0,1,1,0,0,0,0,0.21275,-1.54763751152865
5+6,2,10,0,0,0,0,1,1,0,0,0,0,0.17775,-1.72737721029879
